Name_x,URL,ZIP,Avg. Exposure,Stars,Latitude,Longitude,Address,Place-ID,White,ofWhite,Black,ofBlack,AmericanIndaian,ofAI,Asian,ofAisan,NativeHawiian,ofNativeHawiian,Edu,ofEDU,Unemployment,Wealth,Attractions,Hotspot
Billingsgate,/biz/billingsgate-san-francisco?osq=Restaurants,94114,0.107860035,4.6,37.751541,-122.4287947,"3859 24th St, San Francisco, CA 94114, United States",ChIJCYfGUyF_j4ARYBrD_S9XlsU,24366,70.7,964,2.8,154,0.4,4777,13.9,105,0.3,6822,89.2,4.3,169459,1,0
Daeho Kalbijjim & Beef Soup,/biz/daeho-kalbijjim-and-beef-soup-san-francisco-9?osq=Restaurants,94115,0.175723402,4.5,37.7858532,-122.4285577,"1620 Post St, San Francisco, CA 94115, United States",ChIJVf29bvOBhYARVIE6JZtMYsk,18358,53.7,3687,10.8,124,0.4,6742,19.7,21,0.1,9017,91.1,3.7,138023,0,0
Woodhouse Fish Company,/biz/woodhouse-fish-company-san-francisco-4?osq=Restaurants,94115,0.172223597666667,4.1,37.7676779,-122.4284147,"2073 Market St, San Francisco, CA 94114, United States",ChIJw5OxaR5-j4ARI5MTyhsOLmE,18358,53.7,3687,10.8,124,0.4,6742,19.7,21,0.1,9017,91.1,3.7,138023,0,0
Morning Due Cafe,/biz/morning-due-cafe-san-francisco?osq=Restaurants,94114,0.0127208446666667,3.9,37.7630028,-122.4283944,"3698 17th St, San Francisco, CA 94114, United States",ChIJf4CVbBl-j4ARi0b2b0NIX6I,24366,70.7,964,2.8,154,0.4,4777,13.9,105,0.3,6822,89.2,4.3,169459,1,0
Chika & Sake,/biz/chika-and-sake-san-francisco?osq=Restaurants,94115,0.020753211,4.9,37.7868703,-122.42821,"1700 Laguna St, San Francisco, CA 94115, United States",ChIJHXkS_mKBhYARgJ799tAXd7g,18358,53.7,3687,10.8,124,0.4,6742,19.7,21,0.1,9017,91.1,3.7,138023,0,0
Mr. Digby's Bar & Restaurant,/biz/mr-digbys-bar-and-restaurant-san-francisco?osq=Restaurants,94114,0.150301246666667,4.9,37.7518071,-122.427309,"1199 Church St, San Francisco, CA 94114, United States",ChIJH4v8fzt_j4AR2aJwpkj34k4,24366,70.7,964,2.8,154,0.4,4777,13.9,105,0.3,6822,89.2,4.3,169459,1,0
Uma Casa,/biz/uma-casa-san-francisco?osq=Restaurants,94131,0.0574593716666667,4,37.7459515,-122.427099,"1550 Church St, San Francisco, CA 94131, United States",ChIJpVnA1Wt-j4ARChUA4SlXC3Q,17388,59.1,1265,4.3,15,0.1,6317,21.5,0,0,4620,85,3.5,181329,0,0
Damansara,/biz/damansara-san-francisco-7?osq=Restaurants,94131,0.27211819,4.1,37.742462,-122.4264226,"1781 Church St, San Francisco, CA 94131, United States",ChIJc85sGkd_j4ARdbJJxXlF4NY,17388,59.1,1265,4.3,15,0.1,6317,21.5,0,0,4620,85,3.5,181329,0,0
Suppenk%C3%BCche,/biz/suppenk%C3%BCche-san-francisco-2?osq=Restaurants,94102,0.13854026,4.1,37.7763193,-122.4263741,"525 Laguna St, San Francisco, CA 94102, United States",ChIJ8fbCTqKAhYAR9Uu7AyP5FyE,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,0
Kantine,/biz/kantine-san-francisco-2?osq=Restaurants,94102,0.079756598,4.2,37.7705108,-122.4254828,"1906 Market St, San Francisco, CA 94102, United States",ChIJi9BhDKCAhYARRUYq_9pI45w,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,0
Souvla,/biz/souvla-san-francisco-3?osq=Restaurants,94117,0.168561635,4.2,37.776525,-122.4250028,"517 Hayes St, San Francisco, CA 94102, United States",ChIJbTB3bKKAhYAR8Yqc6dEIMbQ,28656,70.4,2120,5.2,204,0.5,4957,12.2,0,0,12173,86.4,2.8,174419,1,0
Souvla,/biz/souvla-san-francisco?osq=Restaurants,94102,0.129512133666667,4.3,37.776525,-122.4250028,"517 Hayes St, San Francisco, CA 94102, United States",ChIJbTB3bKKAhYAR8Yqc6dEIMbQ,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,0
Hazie's,/biz/hazies-san-francisco?osq=Restaurants,94102,0.160026785333333,4.9,37.7763838,-122.4247376,"501 Hayes St, San Francisco, CA 94102, United States",ChIJn-6m802BhYARruM4u0h9-Bc,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,0
Mezze and Mooore,/biz/mezze-and-mooore-san-francisco-2?osq=Restaurants,94103,0.146741507,4.8,37.7681355,-122.424627,"198 Guerrero St, San Francisco, CA 94103, United States",ChIJT1vMouV_j4ARiVE3T76PVY8,11816,36.4,2785,8.6,822,2.5,10819,33.4,187,0.6,7597,77.7,5.5,93143,1,0
Salmon Bar,/biz/salmon-bar-san-francisco-2?osq=Restaurants,94103,0.0044936636666666,5,37.7649403,-122.42454,"3214 16th St, San Francisco, CA 94103, United States",ChIJp4uc5uF_j4ARRE7k9h6GkaY,11816,36.4,2785,8.6,822,2.5,10819,33.4,187,0.6,7597,77.7,5.5,93143,1,1
Birba,/biz/birba-san-francisco?osq=Restaurants,94102,0.118705887666667,4.4,37.7778352,-122.4242241,"458 Grove St, San Francisco, CA 94102, United States",ChIJ9Td7gKKAhYARUdHJBJLRz3w,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,0
Akira Japanese Restaurant,/biz/akira-japanese-restaurant-san-francisco?osq=Restaurants,94109,0.021168007,4.2,37.7883383,-122.4241903,"1634 Bush St, San Francisco, CA 94109, United States",ChIJKeDJ37-AhYAR3SO0c2lYjDg,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,1
Handroll Project,/biz/handroll-project-san-francisco-2?osq=Restaurants,94110,0.0215056033333333,4,37.7616968,-122.424146,"598 Guerrero St, San Francisco, CA 94110, United States",ChIJpbpAXz9_j4ARxhsZJbZpa-w,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
a Mano,/biz/a-mano-san-francisco-2?osq=Restaurants,94102,0.126594559,4.1,37.7768654,-122.4239917,"450 Hayes St, San Francisco, CA 94102, United States",ChIJjfhunpiAhYARL76pNCCCFvg,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,1
Matterhorn Restaurant & Bakery,/biz/matterhorn-restaurant-and-bakery-san-francisco-2?osq=Restaurants,94109,0.110840177666667,4.7,37.7971887,-122.4239694,"2323 Van Ness Ave, San Francisco, CA 94109, United States",ChIJ5wknN4OBhYARPnrCyIBgvlk,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,1
Limoncello,/biz/limoncello-san-francisco?osq=Restaurants,94109,0.191895726333333,4.8,37.787474,-122.423679,"1400 Sutter St, San Francisco, CA 94109, United States",ChIJn6yweJWAhYARjIhwlOjaq2U,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,0
Elephant Sushi,/biz/elephant-sushi-san-francisco-9?osq=Restaurants,94102,0.050113044,4.4,37.7779295,-122.4236088,"400 Grove St, San Francisco, CA 94102, United States",ChIJcVyMiSmBhYARK9hpjwu_JcQ,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,0
Plain Jane,/biz/plain-jane-san-francisco?osq=Restaurants,94110,0.0570370666666667,4.1,37.75506,-122.4233717,"1000 Guerrero St, San Francisco, CA 94110, United States",ChIJd6_bXB5_j4ARpYt7agseVg4,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,1
DragonEats,/biz/dragoneats-san-francisco-7?osq=Restaurants,94117,0.117404447333333,4.4,37.7783652,-122.4231749,"520 Gough St, San Francisco, CA 94102, United States",ChIJsZ02iJiAhYARzoeXoabmj5I,28656,70.4,2120,5.2,204,0.5,4957,12.2,0,0,12173,86.4,2.8,174419,1,1
Chez Maman West,/biz/chez-maman-west-san-francisco-2?osq=Restaurants,94102,0.0345619936666667,4.1,37.7769712,-122.4231338,"401 Gough St, San Francisco, CA 94102, United States",ChIJ76A_lpiAhYAR6QgSjMe9MoU,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,0
Cauliflower,/biz/cauliflower-san-francisco-2?osq=Restaurants,94103,0.008528868,2.8,37.7647308,-122.4231086,"3147 16th St, San Francisco, CA 94103, United States",ChIJe66Hoc1_j4ARqV-bCDDCmtM,11816,36.4,2785,8.6,822,2.5,10819,33.4,187,0.6,7597,77.7,5.5,93143,1,0
Tuba Authentic Turkish Restaurant,/biz/tuba-authentic-turkish-restaurant-san-francisco?osq=Restaurants,94110,0.047533686,4.3,37.7548884,-122.4229941,"1007 A Guerrero St, San Francisco, CA 94110, United States",ChIJ7arm5d5_j4ARfTS_PlZwp4U,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,1
Good Good Culture Club,/biz/good-good-culture-club-san-francisco?osq=Restaurants,94110,0.145621799,4.2,37.7618143,-122.4229679,"3560 18th St, San Francisco, CA 94110, United States",ChIJ5XSspPF_j4ARuI5plZ5X93Q,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,1
Palette Tea House,/biz/palette-tea-house-san-francisco-2?osq=Restaurants,94109,0.0256687493333333,4,37.8059811,-122.4229458,"900 North Point St, San Francisco, CA 94109, United States",ChIJ53HCdjCBhYARI-_VU7jZI-U,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,1
Fenikkusu,/biz/fenikkusu-san-francisco?osq=Restaurants,94110,0.0484486363333333,4.6,37.7548165,-122.4229015,"1009 Guerrero St, San Francisco, CA 94110, United States",ChIJM9azAcl_j4ARxpGZQEimFl0,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Rich Table,/biz/rich-table-san-francisco?osq=Restaurants,94102,0.0471844983333333,4.5,37.7748812,-122.422725,"199 Gough St, San Francisco, CA 94102, United States",ChIJh_24QJ-AhYAR_xbUNVN2Xns,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,0
Om Sabor,/biz/om-sabor-san-francisco-2?osq=Restaurants,94102,0.125566810666667,4.5,37.7780873,-122.4226796,"370 Grove St, San Francisco, CA 94102, United States",ChIJJUNWp-KBhYARWJ_lfQGK3CE,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,1
Dumpling Home,/biz/dumpling-home-san-francisco?osq=Restaurants,94102,0.193112584333333,4.4,37.7758205,-122.4226361,"298 Gough St, San Francisco, CA 94102, United States",ChIJlYL0Wa-BhYARJi6qr49Ncv0,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,1
Freekeh,/biz/freekeh-san-francisco?osq=Restaurants,94103,0.159910976333333,4.9,37.7650035,-122.4226253,"3126 16th St, San Francisco, CA 94103, United States",ChIJc68Hqap_j4ARN4JtvZMS9zQ,11816,36.4,2785,8.6,822,2.5,10819,33.4,187,0.6,7597,77.7,5.5,93143,1,1
Pork Store Cafe,/biz/pork-store-cafe-san-francisco?osq=Restaurants,94117,0.0171182396666667,2.8,37.7650063,-122.4225812,"3122 16th St, San Francisco, CA 94103, United States",ChIJT6WCQSJ-j4AReZR6E1eUtgc,28656,70.4,2120,5.2,204,0.5,4957,12.2,0,0,12173,86.4,2.8,174419,1,0
Picaro,/biz/picaro-san-francisco?osq=Restaurants,94103,0.140753322,3.9,37.7650114,-122.4224967,"3120 16th St, San Francisco, CA 94103, United States",ChIJv117QSJ-j4ARFWASVwJqHzk,11816,36.4,2785,8.6,822,2.5,10819,33.4,187,0.6,7597,77.7,5.5,93143,1,1
Loquat,/biz/loquat-san-francisco?osq=Restaurants,94102,0.238553375,4.8,37.7749343,-122.4223706,"198 Gough St, San Francisco, CA 94102, United States",ChIJ81fzsc-BhYARdZtCXcbJ-7E,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,1
Burma Love,/biz/burma-love-san-francisco-10?osq=Restaurants,94103,0.07277143,4,37.7696277,-122.4221285,"211 Valencia St, San Francisco, CA 94103, United States",ChIJC0_LRSB-j4ARUaZGUrDpvDM,11816,36.4,2785,8.6,822,2.5,10819,33.4,187,0.6,7597,77.7,5.5,93143,1,0
The Front Porch,/biz/the-front-porch-san-francisco?osq=Restaurants,94110,0.0042287,3.9,37.7438055,-122.4220136,"65 29th St, San Francisco, CA 94110, United States",ChIJn8Ixw0J-j4ARb073TlyhmZw,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Nojo Ramen Tavern,/biz/nojo-ramen-tavern-san-francisco-6?osq=Restaurants,94102,0.0777715006666667,4.1,37.7767268,-122.4214764,"231 Franklin St, San Francisco, CA 94102, United States",ChIJQ9mJ1ZiAhYARQmPYLOs-h-g,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,0
Taishoken San Francisco,/biz/taishoken-san-francisco-san-francisco?osq=Restaurants,94110,0.153051188666667,4.6,37.7622414,-122.4213973,"665 Valencia St, San Francisco, CA 94110, United States",ChIJnYD5q69_j4ARDH9_cuPacdE,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Lol%C3%B3,/biz/lol%C3%B3-san-francisco-4?osq=Restaurants,94110,0.0643023253333333,4.4,37.7573807,-122.4213345,"974 Valencia St, San Francisco, CA 94110, United States",ChIJnbFn3z5-j4ARoqlFeSBuvFA,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,1
Alnico,/biz/alnico-san-francisco?osq=Restaurants,94110,0.148639909666667,4.3,37.755944,-122.421318,"1050 Valencia St, San Francisco, CA 94110, United States",ChIJfdJOkSx_j4ARCdbFmaEbdy0,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Chic n' Time,/biz/chic-n-time-san-francisco?osq=Restaurants,94110,0.01274172,4.8,37.7599101,-122.4211994,"807 Valencia St, San Francisco, CA 94110, United States",ChIJIXR88zZ_j4ARAZK-usPOIIo,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Bottega,/biz/bottega-san-francisco-2?osq=Restaurants,94110,0.293545093,4.3,37.7547152,-122.4211945,"1132 Valencia St, San Francisco, CA 94110, United States",ChIJxZMBuHV_j4ARK1fO7KSqyOE,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
RT Rotisserie,/biz/rt-rotisserie-san-francisco-2?osq=Restaurants,94117,0.127147081,4.2,37.7750997,-122.4210907,"101 Oak St, San Francisco, CA 94102, United States",ChIJk8dm4J6AhYAR8MCM6inxTgE,28656,70.4,2120,5.2,204,0.5,4957,12.2,0,0,12173,86.4,2.8,174419,1,0
Sorella,/biz/sorella-san-francisco?osq=Restaurants,94109,0.121034643333333,4,37.7931806,-122.4210694,"1760 Polk St, San Francisco, CA 94109, United States",ChIJedb3quuAhYAR2Wi98Ex7WLc,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,0
Komaaj,/biz/komaaj-san-francisco-5?osq=Restaurants,94110,0.147974818,4.7,37.744209,-122.4210088,"10 29th St, San Francisco, CA 94110, United States",ChIJVVXlLPh2hYAR20ALCmb9rC8,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Four Chairs,/biz/four-chairs-san-francisco?osq=Restaurants,94110,0.0709060103333333,4.7,37.7444458,-122.4210036,"3282 Mission St, San Francisco, CA 94110, United States",ChIJNXULex9_j4AR2tZ3pmlVbMc,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Korean Soul Chicken,/biz/korean-soul-chicken-san-francisco-3?osq=Restaurants,94109,0.0473416216666667,4.6,37.7926363,-122.4209803,"1710 Polk St, San Francisco, CA 94109, United States",ChIJGZuXW7KBhYARcLwUe1lE7NQ,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,0
The Italian Homemade Company,/biz/the-italian-homemade-company-san-francisco-8?osq=Restaurants,94133,0.143918847333333,4.3,37.7744007,-122.4209357,"1 Franklin St, San Francisco, CA 94102, United States",ChIJZ4bnQTSBhYAR2jpJ472WwiE,9402,36,687,2.6,191,0.7,13629,52.2,103,0.4,4425,79.8,7.2,71063,1,0
The Italian Homemade Company,/biz/the-italian-homemade-company-san-francisco-6?osq=Restaurants,94123,0.183797219,4.3,37.7744007,-122.4209357,"1 Franklin St, San Francisco, CA 94102, United States",ChIJZ4bnQTSBhYAR2jpJ472WwiE,20187,77.6,242,0.9,59,0.2,2447,9.4,107,0.4,8563,94.6,2.5,194098,1,0
Ben Thai Cafe,/biz/ben-thai-cafe-san-francisco?osq=Restaurants,94109,0.146863794,4.4,37.7892247,-122.4205662,"1331 Polk St, San Francisco, CA 94109, United States",ChIJry6M5ZSAhYARrZI19iHHqPM,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,0
Breakfast Little,/biz/breakfast-little-san-francisco-2?osq=Restaurants,94110,0.012686176,4.4,37.7552508,-122.4203886,"3275 22nd St, San Francisco, CA 94110, United States",ChIJp60UGGR_j4ARDQrwY2PapRs,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Outer Orbit,/biz/outer-orbit-san-francisco-2?osq=Restaurants,94110,0.0171852146666667,4.4,37.7452786,-122.4199143,"3215 Mission St, San Francisco, CA 94110, United States",ChIJX_Jx2ll-j4ARNTDpNphFDAY,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Shuggies,/biz/shuggies-san-francisco?osq=Restaurants,94110,0.012816285,4,37.753686,-122.4195429,"3349 23rd St, San Francisco, CA 94110, United States",ChIJr5cI0LR_j4ART457wcGBDoY,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Chome,/biz/chome-san-francisco-3?osq=Restaurants,94110,0.140551179333333,4,37.7620526,-122.4191961,"2193 Mission St, San Francisco, CA 94110, United States",ChIJUdGZh3N_j4ARTZHtau7shG8,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Lolinda,/biz/lolinda-san-francisco?osq=Restaurants,94110,0.0259244323333333,3.9,37.7566658,-122.419113,"2518 Mission St, San Francisco, CA 94110, United States",ChIJBS-Cxz5-j4AR4D8DhWkB1hE,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
El Techo,/biz/el-techo-san-francisco?osq=Restaurants,94110,0.0563214083333333,3.9,37.756576,-122.4190831,"2516 Mission St, San Francisco, CA 94110, United States",ChIJaYr9tz5-j4ARViEEUUUDY0k,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Son & Garden,/biz/son-and-garden-san-francisco?osq=Restaurants,94109,0.108541164666667,4.2,37.783294,-122.4190681,"700 Polk St, San Francisco, CA 94109, United States",ChIJvzh7o6iBhYARlykOlY7KP3E,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,1
Abrazo,/biz/abrazo-san-francisco-2?osq=Restaurants,94109,0.135509812333333,3.8,37.7993433,-122.4189027,"2000 Hyde St, San Francisco, CA 94109, United States",ChIJC2jSzuiAhYAR-NXGft6oHBA,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,0
Brenda's French Soul Food,/biz/brendas-french-soul-food-san-francisco-6?osq=Restaurants,94102,0.136545484333333,4.1,37.7829132,-122.4188995,"652 Polk St, San Francisco, CA 94102, United States",ChIJZ9s5SJeAhYARIX3Fxl6oj6c,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,1
Seven Hills,/biz/seven-hills-san-francisco?osq=Restaurants,94109,0.0735907133333333,4.5,37.7981529,-122.4187331,"1896 Hyde St, San Francisco, CA 94109, United States",ChIJc1RqC-yAhYARWmmWMJ-xkDs,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,1
El Farolito,/biz/el-farolito-san-francisco-2?osq=Restaurants,94110,0.117654601,4.2,37.7526416,-122.4183461,"2779 Mission St, San Francisco, CA 94110, United States",ChIJ5WRITUd-j4ARIcl68TeeR8M,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,1
Yakiniku Shodai,/biz/yakiniku-shodai-san-francisco?osq=Restaurants,94102,0.0303692263333333,4.7,37.7762271,-122.4182424,"1420 Market St, San Francisco, CA 94102, United States",ChIJbT9JHbeBhYAR2vLYSvbr7W8,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,1
Hot Sauce and Panko,/biz/hot-sauce-and-panko-san-francisco?osq=Restaurants,94109,0.0042157323333333,4.4,37.7945013,-122.4179886,"1468 Hyde St, San Francisco, CA 94109, United States",ChIJGbZYeuyAhYAR10V7HrUWT4g,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,0
Aria Korean Street Food,/biz/aria-korean-street-food-san-francisco?osq=Restaurants,94109,0.077003817,3.9,37.7865775,-122.4179809,"932 Larkin St, San Francisco, CA 94109, United States",ChIJHxUcVJGAhYAR2dcKM6WsKWQ,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,1
Hai Ky Noodles,/biz/hai-ky-noodles-san-francisco?osq=Restaurants,94109,0.00851112,4.1,37.7841144,-122.4179722,"707 Ellis St, San Francisco, CA 94109, United States",ChIJy5VK0ZCAhYARlmv2pBEVhjw,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,1
Ciccino,/biz/ciccino-san-francisco?osq=Restaurants,94109,0.065461587,4.4,37.79111,-122.4175713,"1400 California St, San Francisco, CA 94109, United States",ChIJnSzcvgiBhYARpOuJf3DgBfs,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,0
Surisan,/biz/surisan-san-francisco?osq=Restaurants,94133,0.139170098,4.3,37.8067911,-122.417499,"505 Beach St, San Francisco, CA 94133, United States",ChIJXXUP7-OAhYARv-2W0noK888,9402,36,687,2.6,191,0.7,13629,52.2,103,0.4,4425,79.8,7.2,71063,1,1
Buddy,/biz/buddy-san-francisco?osq=Restaurants,94110,0.0476834013333333,4.5,37.7554493,-122.4171118,"3115 22nd St, San Francisco, CA 94110, United States",ChIJ3XjwVRx_j4ARei8ZqLIEaVQ,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,1
The Codmother Fish & Chips,/biz/the-codmother-fish-and-chips-san-francisco-3?osq=Restaurants,94133,0.0689738636666667,3.9,37.8072689,-122.4170759,"496 Beach St, San Francisco, CA 94133, United States",ChIJjeTkweOAhYARBVgQR8KMElA,9402,36,687,2.6,191,0.7,13629,52.2,103,0.4,4425,79.8,7.2,71063,1,1
ABAC%C3%81,/biz/abac%C3%A1-san-francisco-3?osq=Restaurants,94133,0.06988783,4.1,37.8067367,-122.4169367,"2700 Jones St, San Francisco, CA 94133, United States",ChIJvUR84BqBhYARPsQEVivxTec,9402,36,687,2.6,191,0.7,13629,52.2,103,0.4,4425,79.8,7.2,71063,1,0
Arepas En Bici,/biz/arepas-en-bici-san-francisco?osq=Restaurants,94109,0.0085576383333333,4.5,37.7850052,-122.4167793,"725 O'Farrell St, San Francisco, CA 94109, United States",ChIJZfAgsuaBhYARn4VOSh1OfQQ,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,1
SF Honey Pig Korean BBQ,/biz/sf-honey-pig-korean-bbq-san-francisco-2?osq=Restaurants,94118,0.071334835,4,37.7816161,-122.4166441,"366 Golden Gate Ave, San Francisco, CA 94102, United States",ChIJV0sMbJqAhYAR4zOb1lTw0HQ,22014,53.1,681,1.6,97,0.2,13753,33.2,72,0.2,7921,86.3,4.3,139043,1,1
Chao Pescao,/biz/chao-pescao-san-francisco?osq=Restaurants,94102,0.0296786856666667,4.7,37.7806944,-122.4165417,"272 McAllister St, San Francisco, CA 94102, United States",ChIJB4sutiKBhYARCmsHTlQez8g,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,1
Donaji,/biz/donaji-san-francisco-2?osq=Restaurants,94110,0.0445308026666667,2.8,37.7523338,-122.4154986,"3161 24th St, San Francisco, CA 94110, United States",ChIJq26n4oSBhYAR8f0AysJURgY,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,1
Base Camp,/biz/base-camp-san-francisco?osq=Restaurants,94110,0.01701445,4.6,37.7587887,-122.4149268,"2400 Folsom St, San Francisco, CA 94110, United States",ChIJOTpnUp1_j4ARrPGC7SLGFA4,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
Mensho Tokyo SF,/biz/mensho-tokyo-sf-san-francisco?osq=Restaurants,94102,0.0740149756666667,4.3,37.7867033,-122.4143432,"672 Geary St, San Francisco, CA 94102, United States",ChIJ86TLv5GAhYARdhd8cNsVbe8,11945,35.3,3632,10.7,574,1.7,10130,29.9,72,0.2,5987,74.7,7.5,55888,1,1
Tadu Ethiopian Kitchen,/biz/tadu-ethiopian-kitchen-san-francisco-7?osq=Restaurants,94158,0.066078626,4.5,37.7848109,-122.4142068,"484 Ellis St, San Francisco, CA 94102, United States",ChIJ5UiqQJCAhYAR5L5rAgjuf_0,4288,40.2,478,4.5,0,0,4322,40.6,137,1.3,2946,92.3,2.4,161391,0,1
3rd Cousin,/biz/3rd-cousin-san-francisco-2?osq=Restaurants,94110,0.004222179,4.1,37.739055,-122.4137181,"919 Cortland Ave, San Francisco, CA 94110, United States",ChIJ-XhIwll-j4AR5epLtDr2Bco,35981,50.8,2576,3.6,713,1,10915,15.4,123,0.2,11577,72.1,5.1,143938,0,0
The Public Izakaya,/biz/the-public-izakaya-san-francisco?osq=Restaurants,94109,0.178920907333333,4.4,37.7878404,-122.4135658,"700 Post St, San Francisco, CA 94109, United States",ChIJT_jDRWCBhYARS19F4k0oAjY,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,1
Back to Back,/biz/back-to-back-san-francisco?osq=Restaurants,94108,0.142736705333333,5,37.7941628,-122.4132647,"1257 Taylor St, San Francisco, CA 94108, United States",ChIJceWDaF6BhYARTr2IDufhptw,4214,35.2,256,2.1,71,0.6,6378,53.3,13,0.1,2267,81.5,4.8,65392,1,0
Heist,/biz/heist-san-francisco-3?osq=Restaurants,94109,0.0652614223333333,3.9,37.7878464,-122.412987,"678 Post St, San Francisco, CA 94109, United States",ChIJHzC6nluBhYARGSqGzSCjPu4,32345,57.6,2367,4.2,182,0.3,15050,26.8,33,0.1,14964,84.5,5.9,104476,1,0
