Name_x,URL,ZIP,Avg. Exposure,Stars,Latitude,Longitude,Address,Place-ID,White,ofWhite,Black,ofBlack,AmericanIndaian,ofAI,Asian,ofAisan,NativeHawiian,ofNativeHawiian,Edu,ofEDU,Unemployment,Wealth,Attractions,Hotspot
Hook Fish,/biz/hook-fish-san-francisco-6?osq=Restaurants,94122,0.175280346,4.3,37.7623799,-122.5068746,"4542 Irving St, San Francisco, CA 94122, United States",ChIJG1iGoY-HhYAR-XNMTpeTJ4I,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Outerlands,/biz/outerlands-san-francisco?osq=Restaurants,94122,0.135854791666667,3.9,37.7603492,-122.5050397,"4001 Judah St, San Francisco, CA 94122, United States",ChIJf-NCNpeHhYARLeneHNw3WWs,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Sunset Cantina,/biz/sunset-cantina-san-francisco?osq=Restaurants,94122,0.120406545333333,4.3,37.76098,-122.4988,"3414 Judah St, San Francisco, CA 94122, United States",ChIJ_XouJ_OHhYARxgBE23hGC3Q,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Cielito Lindo,/biz/cielito-lindo-san-francisco?osq=Restaurants,94121,0.021188115,4.1,37.7759068,-122.4959241,"3440 Balboa St, San Francisco, CA 94121, United States",ChIJi7bWwGCHhYARssLGRw7p-9A,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Rong's,/biz/rong-s-san-francisco?osq=Restaurants,94121,0.114322892333333,4.5,37.7759183,-122.4956456,"3420 Balboa St, San Francisco, CA 94121, United States",ChIJ4WmWevmHhYARPTVffEESejg,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Anh Hong,/biz/anh-hong-san-francisco?osq=Restaurants,94121,0.054874512,4.5,37.7814671,-122.492871,"3123 Clement St, San Francisco, CA 94121, United States",ChIJGVU5pWeHhYARSBYd8YswwOs,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Dumpling Kitchen,/biz/dumpling-kitchen-san-francisco-5?osq=Restaurants,94114,0.23969723,4.5,37.7423762,-122.4870455,"1935 Taraval St, San Francisco, CA 94116, United States",ChIJL9XQWoN9j4AR3OmpgFyKdmE,24366,70.7,964,2.8,154,0.4,4777,13.9,105,0.3,6822,89.2,4.3,169459,1,1
Dumpling Kitchen,/biz/dumpling-kitchen-san-francisco?osq=Restaurants,94116,0.169595092333333,4,37.7423762,-122.4870455,"1935 Taraval St, San Francisco, CA 94116, United States",ChIJL9XQWoN9j4AR3OmpgFyKdmE,15281,33.6,537,1.2,16,0,24568,54,81,0.2,5756,76.6,5.5,134652,0,0
Ocean Indian Cuisine,/biz/ocean-indian-cuisine-san-francisco?osq=Restaurants,94121,0.107719576666667,4.3,37.7798278,-122.4852174,"6127 Geary Blvd, San Francisco, CA 94121, United States",ChIJazJ6XA-HhYARjMiqMLA2LxM,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Fiorella -Clement,/biz/fiorella-clement-san-francisco-3?osq=Restaurants,94121,0.113437920666667,4.7,37.7819242,-122.4845393,"2339 Clement St, San Francisco, CA 94121, United States",ChIJ1XM-lgWHhYARFtVFjLm3ldM,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,0
Izakaya Mayumi,/biz/izakaya-mayumi-san-francisco?osq=Restaurants,94121,0.106803048,4.5,37.7819382,-122.4831857,"2221 Clement St, San Francisco, CA 94121, United States",ChIJp5NnFWGHhYAR_A4TJlboKFo,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,0
Fiery Hot Pot and Grill,/biz/fiery-hot-pot-and-grill-san-francisco?osq=Restaurants,94122,0.0418597886666667,5,37.7631878,-122.483106,"2333 Irving St, San Francisco, CA 94122, United States",ChIJoYkCmwKHhYARMeEpix2yJjQ,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,0
Pizzetta 211,/biz/pizzetta-211-san-francisco?osq=Restaurants,94121,0.172958032666667,4.3,37.7837101,-122.4830164,"211 23rd Ave, San Francisco, CA 94121, United States",ChIJQXnZ_ASHhYARiIl0VPpsEQs,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Pearl 6101,/biz/pearl-6101-san-francisco-7?osq=Restaurants,94121,0.200509351,4.4,37.7838738,-122.4830116,"6101 California St, San Francisco, CA 94121, United States",ChIJwVij-wSHhYARKFEZIvbT8XM,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Big Fish House,/biz/big-fish-house-san-francisco?osq=Restaurants,94121,0.008470594,4.4,37.7820428,-122.4819497,"2109 Clement St, San Francisco, CA 94121, United States",ChIJaVOD7qSHhYAR1tPNCr6P8Hg,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Hodala,/biz/hodala-san-francisco?osq=Restaurants,94121,0.144917478333333,4.1,37.7800597,-122.4816949,"5801 Geary Blvd, San Francisco, CA 94121, United States",ChIJAQAMxA-HhYAR1Kn_bvcqQkg,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Yuanbao Jiaozi,/biz/yuanbao-jiaozi-san-francisco-2?osq=Restaurants,94122,0.109293387333333,4.3,37.7635395,-122.4807449,"2110 Irving St, San Francisco, CA 94122, United States",ChIJifiQHXCHhYARUE-zmI9jYN0,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Bread N' Chu,/biz/bread-n-chu-san-francisco?osq=Restaurants,94121,0.038368353,4.1,37.782385,-122.479688,"1900 Clement St, San Francisco, CA 94121, United States",ChIJ67x-RL6HhYAR9KHFEC_C4k8,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Thai Nghiep Ky Mi Gia,/biz/thai-nghiep-ky-mi-gia-san-francisco?osq=Restaurants,94122,0.0084411623333333,4.5,37.7539923,-122.4791251,"1427 Noriega St, San Francisco, CA 94122, United States",ChIJWbckn2KHhYARZGPQPUkSMD0,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Aceking BBQ,/biz/aceking-bbq-san-francisco-3?osq=Restaurants,94121,0.053545888,4.5,37.7824176,-122.4789214,"1820 Clement St, San Francisco, CA 94121, United States",ChIJL4hLvrqHhYARLcZY_EK6vnM,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
JIJIME,/biz/jijime-san-francisco-8?osq=Restaurants,94121,0.235759712333333,4.4,37.7805539,-122.4788633,"5524 Geary Blvd, San Francisco, CA 94121, United States",ChIJxfBBTxCHhYARLbO4HGeUs9w,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,1
Lokma,/biz/lokma-san-francisco?osq=Restaurants,94121,0.200561389666667,4.6,37.782193,-122.4785914,"1801 Clement St, San Francisco, CA 94121, United States",ChIJgUtXdxCHhYARD8rNGyLlmRQ,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,0
Han Il Kwan,/biz/han-il-kwan-san-francisco?osq=Restaurants,94121,0.130497718333333,4.5,37.7767113,-122.4782853,"1802 Balboa St, San Francisco, CA 94121, United States",ChIJI6JsNhKHhYAReXMF582y-zM,20005,45.5,763,1.7,68,0.2,18297,41.6,6,0,5747,78.4,5.4,116970,1,0
The Crew,/biz/the-crew-san-francisco?osq=Restaurants,94122,0.136399079,4.9,37.754296,-122.4781561,"1330 Noriega St, San Francisco, CA 94122, United States",ChIJLSOuhmKHhYAREzO2W-gfxYQ,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Yummy Dumpling,/biz/yummy-dumpling-san-francisco?osq=Restaurants,94122,0.0617821266666667,4.9,37.7637611,-122.476388,"1708 Irving St, San Francisco, CA 94122, United States",ChIJE6Zd7WWHhYARliUVlyq7UrI,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,0
House Of Pancakes,/biz/house-of-pancakes-san-francisco?osq=Restaurants,94116,0.0085017113333333,4.2,37.7428554,-122.4763517,"937 Taraval St, San Francisco, CA 94116, United States",ChIJX77nnpF9j4AR-y4znSpMuYc,15281,33.6,537,1.2,16,0,24568,54,81,0.2,5756,76.6,5.5,134652,0,1
Breadbelly,/biz/breadbelly-san-francisco?osq=Restaurants,94118,0.164911403,4.2,37.7826278,-122.4743735,"1408 Clement St, San Francisco, CA 94118, United States",ChIJ06Hh75aHhYARre2ZXOUDzXY,22014,53.1,681,1.6,97,0.2,13753,33.2,72,0.2,7921,86.3,4.3,139043,1,1
Odumak,/biz/odumak-san-francisco-2?osq=Restaurants,94116,0.0217522736666667,4,37.7430045,-122.4742071,"733 Taraval St, San Francisco, CA 94116, United States",ChIJF2duzpN9j4ARlIDUjVKMiFY,15281,33.6,537,1.2,16,0,24568,54,81,0.2,5756,76.6,5.5,134652,0,1
Izakaya Sozai,/biz/izakaya-sozai-san-francisco?osq=Restaurants,94122,0.149858513333333,3.8,37.7638246,-122.4741239,"1500 Irving St, San Francisco, CA 94122, United States",ChIJa52AEWaHhYARNkV1i0pn-S4,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
IPOT,/biz/ipot-san-francisco?osq=Restaurants,94122,0.0171682703333333,4.6,37.7639889,-122.4732139,"1420 Irving St, San Francisco, CA 94122, United States",ChIJKV7POGaHhYARLMgj3g8DSYg,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Caliente Bistro Kitchen,/biz/caliente-bistro-kitchen-san-francisco?osq=Restaurants,94118,0.148523695,4.8,37.7809582,-122.4713138,"4828 Geary Blvd, San Francisco, CA 94118, United States",ChIJJe2Ztf2HhYARnqwtA2WJysg,22014,53.1,681,1.6,97,0.2,13753,33.2,72,0.2,7921,86.3,4.3,139043,1,1
Little Original Joe's,/biz/little-original-joes-san-francisco?osq=Restaurants,94127,0.124802879666667,4.3,37.7365961,-122.470295,"393 W Portal Ave, San Francisco, CA 94127, United States",ChIJP8t6DXx9j4AROzp2mE-0NVE,11314,54.1,668,3.2,142,0.7,5505,26.3,2,0,2333,80,3.3,180768,1,0
Gurung Kitchen,/biz/gurung-kitchen-san-francisco?osq=Restaurants,94122,0.081560291,4.7,37.7637205,-122.4690813,"1033 Irving St, San Francisco, CA 94122, United States",ChIJI6Y0-N2HhYAR_8RNd9B3ruI,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
San Tung,/biz/san-tung-san-francisco-2?osq=Restaurants,94122,0.175097066333333,4.1,37.7638145,-122.4690089,"1031 Irving St, San Francisco, CA 94122, United States",ChIJVwLhg12HhYARcIdFDox3HxM,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Noodle in a Haystack - Temp. CLOSED,/biz/noodle-in-a-haystack-san-francisco?osq=Restaurants,94118,0.127962837333333,4.1,37.7806507,-122.468725,"4601 Geary Blvd, San Francisco, CA 94118, United States",ChIJo6iy1GCHhYARYymaXv1hw44,22014,53.1,681,1.6,97,0.2,13753,33.2,72,0.2,7921,86.3,4.3,139043,1,1
Zajang Grill,/biz/zajang-grill-san-francisco?osq=Restaurants,94118,0.552332972333333,4.7,37.7829603,-122.4685948,"852 Clement St, San Francisco, CA 94118, United States",ChIJQRhtcPKHhYAR3aYY0P7s3S0,22014,53.1,681,1.6,97,0.2,13753,33.2,72,0.2,7921,86.3,4.3,139043,1,1
Lime Tree Southeast Asian Kitchen,/biz/lime-tree-southeast-asian-kitchen-san-francisco-2?osq=Restaurants,94118,0.008557457,4.3,37.782986,-122.468337,"836 Clement St, San Francisco, CA 94118, United States",ChIJ8_Xhmz2HhYAR2o30JONJT2Y,22014,53.1,681,1.6,97,0.2,13753,33.2,72,0.2,7921,86.3,4.3,139043,1,1
Lime Tree Southeast Asian Kitchen,/biz/lime-tree-southeast-asian-kitchen-san-francisco?osq=Restaurants,94122,0.114560065666667,4,37.782986,-122.468337,"836 Clement St, San Francisco, CA 94118, United States",ChIJ8_Xhmz2HhYAR2o30JONJT2Y,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Manna,/biz/manna-san-francisco?osq=Restaurants,94122,0.184013293666667,4.1,37.7638913,-122.4672514,"845 Irving St, San Francisco, CA 94122, United States",ChIJwS0XsF2HhYARas-FkJML0q4,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,0
Good Luck Dim Sum,/biz/good-luck-dim-sum-san-francisco?osq=Restaurants,94118,0.0570774476666667,4.5,37.7829939,-122.4672055,"736 Clement St, San Francisco, CA 94118, United States",ChIJXWARsD2HhYARpfJUcT_imWw,22014,53.1,681,1.6,97,0.2,13753,33.2,72,0.2,7921,86.3,4.3,139043,1,1
Inle Burmese Cuisine,/biz/inle-burmese-cuisine-san-francisco?osq=Restaurants,94114,0.0610808106666667,4.7,37.7641859,-122.4668041,"822 Irving St, San Francisco, CA 94122, United States",ChIJKwqhiLF_j4ARQAZuqDs509U,24366,70.7,964,2.8,154,0.4,4777,13.9,105,0.3,6822,89.2,4.3,169459,1,0
Ebisu,/biz/ebisu-san-francisco?osq=Restaurants,94122,0.0127539163333333,4,37.7644578,-122.4665051,"1283 9th Ave, San Francisco, CA 94122, United States",ChIJ93MU4FyHhYARNsN1cMElpgo,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,0
Arizmendi Bakery,/biz/arizmendi-bakery-san-francisco?osq=Restaurants,94122,0.0562388953333333,4.8,37.7634047,-122.466442,"1331 9th Ave, San Francisco, CA 94122, United States",ChIJMdUfNVyHhYAR7pvCohDZC70,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Moku Yakitori-Ya,/biz/moku-yakitori-ya-san-francisco?osq=Restaurants,94118,0.157086034,4.6,37.7825689,-122.4664414,"312 8th Ave, San Francisco, CA 94118, United States",ChIJlVMCXGmHhYAR-QEZYwhs_XU,22014,53.1,681,1.6,97,0.2,13753,33.2,72,0.2,7921,86.3,4.3,139043,1,1
Fiorella - Sunset,/biz/fiorella-sunset-san-francisco-3?osq=Restaurants,94122,0.139216806,4.1,37.7651741,-122.4662745,"1240 9th Ave, San Francisco, CA 94122, United States",ChIJKVyasiuHhYARPQkgcXZCcyw,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,0
Um Ma,/biz/um-ma-san-francisco-3?osq=Restaurants,94122,0.214806676,3.8,37.7655061,-122.466241,"1220 9th Ave, San Francisco, CA 94122, United States",ChIJ85tbw0aHhYARIXIu4a1XW-A,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,0
Underdogs Tres,/biz/underdogs-tres-san-francisco?osq=Restaurants,94122,0.0342752306666667,4,37.7654223,-122.4661653,"1224 9th Ave, San Francisco, CA 94122, United States",ChIJof2OgGWHhYAR63HMIBa7XYs,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,0
Malasa,/biz/malasa-san-francisco?osq=Restaurants,94122,0.151992116666667,4.3,37.7633432,-122.4661559,"1336 9th Ave, San Francisco, CA 94122, United States",ChIJOdBUkIyHhYAROQ6wJ7pb9OU,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
Jamie's Place,/biz/jamies-place-san-francisco?osq=Restaurants,94122,0.236961666666667,4.6,37.7626087,-122.4661033,"1380 9th Ave, San Francisco, CA 94122, United States",ChIJS5eXlWKHhYARsjkbaunBt9o,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,0
Ushi Taro Ramen,/biz/ushi-taro-ramen-san-francisco-3?osq=Restaurants,94122,0.164459320666667,2.8,37.76255,-122.4660984,"1382 9th Ave, San Francisco, CA 94122, United States",ChIJiUlkh4iHhYARH-6HzZkzN8w,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
LaLe,/biz/lale-san-francisco-2?osq=Restaurants,94122,0.141965245,3.8,37.7638354,-122.4658087,"731 Irving St, San Francisco, CA 94122, United States",ChIJIfzVR1yHhYARXWeZ7wM9ePs,23348,38.8,1140,1.9,125,0.2,27067,45,480,0.8,9495,80,5.4,130708,1,1
