Name_x,URL,ZIP,Count,AverageExposure,Stars,Latitude,Longitude,Address,PlaceID,White,ofWhite,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
Giordano's,/biz/giordanos-chicago-30?osq=Restaurants,60601,118,0.035182754,3.8,41.8851301,-87.6237612,"130 E Randolph St, Chicago, IL 60601, United States",ChIJh3i0BqYsDogR6yp0y6TFlOQ,8683,58.7,1,1034,7,0,10,0.1,0,3865,26.1,1,0,0,0,5025,93.3,1,3.4,0,123115,1,1,0
Lips - Chicago,/biz/lips-chicago-chicago-2?osq=Restaurants,60616,195,0.017637254,4.3,41.85205,-87.62334,"2229 S Michigan Ave, Chicago, IL 60616, United States",ChIJpWSYupEtDogRt8P_TgzoudA,17968,33.8,0,12502,23.6,0,318,0.6,1,19788,37.3,1,0,0,0,9449,78.9,1,6.3,1,65489,0,1,0
The Hampton Social - Streeterville,/biz/the-hampton-social-streeterville-chicago-5?osq=Restaurants,60611,211,0.09315722,4.2,41.8920666,-87.6229186,"164 E Grand Ave, Chicago, IL 60611, United States",ChIJBReOeSEtDogRtG7X4jctrOQ,24162,69.9,1,1077,3.1,0,36,0.1,0,7172,20.8,1,0,0,0,9050,96.5,1,2.5,0,117344,1,1,0
Curfew Chicago,/biz/curfew-chicago-chicago?osq=Restaurants,60611,211,0.161406001,4.5,41.8934749,-87.6229078,"162 E Ontario St, Chicago, IL 60611, United States",ChIJbQKwaKssDogRfJK0Ng-SI_4,24162,69.9,1,1077,3.1,0,36,0.1,0,7172,20.8,1,0,0,0,9050,96.5,1,2.5,0,117344,1,1,0
Wildberry Pancakes and Cafe,/biz/wildberry-pancakes-and-cafe-chicago-2?osq=Restaurants,60601,118,0.136356789,4.4,41.8847209,-87.6228606,"130 E Randolph St, Chicago, IL 60601, United States",ChIJbwD-GqYsDogRFT9FTurCL5U,8683,58.7,1,1034,7,0,10,0.1,0,3865,26.1,1,0,0,0,5025,93.3,1,3.4,0,123115,1,1,0
Beatrix - Streeterville,/biz/beatrix-streeterville-chicago-2?osq=Restaurants,60611,211,0.1445412,4.3,41.8946864,-87.6225031,"673 N St Clair St, Chicago, IL 60611, United States",ChIJb1O-SKssDogRoc2PnQgmteM,24162,69.9,1,1077,3.1,0,36,0.1,0,7172,20.8,1,0,0,0,9050,96.5,1,2.5,0,117344,1,1,0
MingHin Cuisine,/biz/minghin-cuisine-chicago-3?osq=Restaurants,60616,195,0.013250172,3.9,41.8851696,-87.6191526,"333 E Benton Pl #300, Chicago, IL 60601, United States",ChIJ3e_t_1crDogRI4rZtpc8-uQ,17968,33.8,0,12502,23.6,0,318,0.6,1,19788,37.3,1,0,0,0,9449,78.9,1,6.3,1,65489,0,1,0
Pinched on the River,/biz/pinched-on-the-river-chicago?osq=Restaurants,60611,211,0.195111355,4.4,41.8909044,-87.6160861,"443 E Illinois St, Chicago, IL 60611, United States",ChIJaR1KvmwrDogRHNnnERSaJls,24162,69.9,1,1077,3.1,0,36,0.1,0,7172,20.8,1,0,0,0,9050,96.5,1,2.5,0,117344,1,1,0
Chef Art Smith's Reunion,/biz/chef-art-smiths-reunion-chicago?osq=Restaurants,60611,211,0.079064349,4.3,41.8914703,-87.6096683,"Navy Pier, 600 E Grand Ave, Chicago, IL 60611, United States",ChIJfVxFK68rDogRUaoq6oqEUmY,24162,69.9,1,1077,3.1,0,36,0.1,0,7172,20.8,1,0,0,0,9050,96.5,1,2.5,0,117344,1,1,0
The Chef's Spot,/biz/the-chef-s-spot-chicago?osq=Restaurants,60614,269,0.004454292,4.5,41.8914703,-87.6096683,"Navy Pier, 600 E Grand Ave, Chicago, IL 60611, United States",ChIJfVxFK68rDogRUaoq6oqEUmY,59962,83.1,1,2863,4,0,27,0,0,5165,7.2,1,2,0,0,20623,93.3,1,3.4,0,123610,1,1,0
SafeHouse Chicago,/biz/safehouse-chicago-chicago?osq=Restaurants,60611,211,0.151000172,4,41.8166793,-87.601476,"4301 S Ellis Ave, Chicago, IL 60653, United States",ChIJX0QY0SgrDogRlJwsLKtahnI,24162,69.9,1,1077,3.1,0,36,0.1,0,7172,20.8,1,0,0,0,9050,96.5,1,2.5,0,117344,1,1,0
