Restaurant,Latitude,Longitude,Address,PlaceID,URL,ZIP,AverageExposure,Stars,Count,White,ofWhite,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
886,40.7287968,-73.9887127,"26 St Marks Pl, New York, NY 10003, United States",ChIJKbjLf5xZwokRYa6BYJg0Xns,/biz/886-new-york?osq=Restaurants,10003,0.144876875,4,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Szechuan Mountain House,40.7291176,-73.9885834,"23 St Marks Pl, New York, NY 10003, United States",ChIJAQCweZxZwokRmyqYmYM3Ze8,/biz/szechuan-mountain-house-new-york-2?osq=Restaurants,10003,0.130539443,4.1,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Gramercy Tavern,40.7384555,-73.9885064,"42 E 20th St, New York, NY 10003, United States",ChIJvSQIgqFZwokRFYQbJdzceSs,/biz/gramercy-tavern-new-york?osq=Restaurants,10003,0.047813318,4.4,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
San Marzano Pasta Fresca,40.7279967,-73.9884379,"117 2nd Ave, New York, NY 10003, United States",ChIJP8Rym5xZwokRUIkeVZ-8Q-s,/biz/san-marzano-pasta-fresca-new-york?osq=Restaurants,10003,0.041804594,4,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Benemon,40.7255882,-73.9883207,"108 E 4th St, New York, NY 10003, United States",ChIJw1RDWoNZwokRYAFf9LI9bd8,/biz/benemon-new-york?osq=Restaurants,10003,0.237767483,4.3,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Bluestone Lane DUMBO Caf%C3%A9,40.70098471,-73.98830232,"55 Prospect St  Brooklyn, NY 11201  Pearl St & Adams St  DUMBO, Downtown Brooklyn",-,/biz/bluestone-lane-dumbo-caf%C3%A9-brooklyn?osq=Restaurants,11201,0.089370384,4.1,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Monsieur Vo,40.7274166,-73.9882713,"104 2nd Ave, New York, NY 10003, United States",ChIJi565OYBZwokRIh99rIuORQI,/biz/monsieur-vo-new-york?osq=Restaurants,10003,0.133133811,4.3,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Kimura,40.7290321,-73.9882174,"31 St Marks Pl, New York, NY 10003, United States",ChIJR6LukiNZwokR-MTHVUbu4q8,/biz/kimura-new-york?osq=Restaurants,10003,0.185577345,3.9,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Lucky Rabbit Noodles,40.7037574,-73.9881497,"140 Plymouth St, Brooklyn, NY 11201, United States",ChIJRX9A8xxbwokRKZOYDX-2R64,/biz/lucky-rabbit-noodles-brooklyn?osq=Restaurants,11201,0.176853658,4.7,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
MONO+MONO,40.7254016,-73.9881049,"116 E 4th St, New York, NY 10003, United States",ChIJeYoRRYNZwokRMAtxzfUoRao,/biz/mono-mono-new-york-9?osq=Restaurants,10003,0.167224021,3.9,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Koloman,40.7456687,-73.9880941,"16 W 29th St, New York, NY 10001, United States",ChIJUUBMchNZwokRwDOHIFhOIHA,/biz/koloman-new-york-2?osq=Restaurants,10001,0.116100451,4.8,10,16963,62.9,1,2117,7.9,0,40,0.1,0,4527,16.8,1,50,0.2,1,6584,88.1,1,4.1,1,101409,1,1,0
Celestine,40.7046617,-73.9879695,"1 John St, Brooklyn, NY 11201, United States",ChIJIcKAMDJawokRo6amxIlsQlU,/biz/celestine-brooklyn?osq=Restaurants,11201,0.260183822,4.3,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Soba-ya,40.7296064,-73.9879383,"229 E 9th St, New York, NY 10003, United States",ChIJVUXabZxZwokRh-_g7s0HxVI,/biz/soba-ya-new-york?osq=Restaurants,10003,0.010180946,4.8,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Tradisyon,40.7649189,-73.9875784,"790 9th Ave, New York, NY 10019, United States",ChIJdyk-enFZwokR1bLvV9GdJSQ,/biz/tradisyon-new-york-2?osq=Restaurants,10019,0.067943995,4.5,5,28545,64.9,1,2664,6.1,0,245,0.6,1,8249,18.8,1,47,0.1,0,10291,86.1,1,6.1,1,105538,1,1,0
Aoi Kitchen,40.7268129,-73.9875712,"320 E 6th St, New York, NY 10003, United States",ChIJ-WrjMEBZwokRWvZf5dIHJvA,/biz/aoi-kitchen-new-york?osq=Restaurants,10003,0.046441502,4.5,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Three Roosters,40.764938,-73.9874407,"792 9th Ave, New York, NY 10019, United States",ChIJr1hm29VZwokRA2croTraf0A,/biz/three-roosters-new-york-3?osq=Restaurants,10013,0.026252435,4.4,23,17204,58.2,1,1000,3.4,0,27,0.1,0,9160,31,1,0,0,0,4039,80.9,1,3.5,0,137572,1,0,0
Soothr,40.7323017,-73.9873417,"204 E 13th St, New York, NY 10003, United States",ChIJ0aS81yNZwokRIk-S2YSuvls,/biz/soothr-new-york-2?osq=Restaurants,10003,0.210426798,4.5,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Temakase,40.7297414,-73.9872113,"157 2nd Ave, New York, NY 10003, United States",ChIJbxGBQJxZwokRyKepqIke4x8,/biz/temakase-new-york-4?osq=Restaurants,10003,0.140784409,4.3,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Brooklyn BBQ,40.6899973,-73.9870866,"180 Livingston St, Brooklyn, NY 11201, United States",ChIJn6HFQ0xawokRXMlJK1gBZD8,/biz/brooklyn-bbq-brooklyn?osq=Restaurants,11201,0.068835904,5,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
La Contenta,40.7187699,-73.9870693,"102 Norfolk St, New York, NY 10002, United States",ChIJdZGxHYFZwokRj85WGKuKF2k,/biz/la-contenta-new-york?osq=Restaurants,10002,0.139431766,4.3,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,0
Bacall's,40.7577011,-73.987068,"220 W 44th St, New York, NY 10036, United States",ChIJ1QLdlwZZwokRB2p-2YVdnxk,/biz/bacalls-new-york-2?osq=Restaurants,10036,0.051515456,3.9,3,18141,59.6,1,2288,7.5,0,55,0.2,0,5116,16.8,1,30,0.1,0,7187,92.2,1,6.2,1,98177,1,1,0
Usagi NY,40.7038464,-73.9869969,"163 Plymouth St, Brooklyn, NY 11201, United States",ChIJn1K9TDJawokReSrf6lk1Xck,/biz/usagi-ny-dumbo-7?osq=Restaurants,11201,0.158434355,4.3,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Ai Ki Ya,40.7488071,-73.9869958,"41 W 33rd St 1st floor, New York, NY 10001, United States",ChIJl9eh9YtZwokRVPvc9cknpNY,/biz/ai-ki-ya-new-york-3?osq=Restaurants,10001,0.080981572,4.6,10,16963,62.9,1,2117,7.9,0,40,0.1,0,4527,16.8,1,50,0.2,1,6584,88.1,1,4.1,1,101409,1,1,1
Bread & Spread,40.7025945,-73.9869119,"151 Front St, Brooklyn, NY 11201, United States",ChIJh06QvjNawokRqh89jHc-bXY,/biz/bread-and-spread-dumbo?osq=Restaurants,11201,0.142024628,4.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
DumboLuv,40.7032682,-73.9867632,"54 Jay St, Brooklyn, NY 11201, United States",ChIJm55TsDNawokRj1I7ACX9UVc,/biz/dumboluv-brooklyn-3?osq=Restaurants,11201,0.155639508,4.6,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Anytime Kitchen,40.7477749,-73.9867579,"23 W 32nd St 3rd floor, New York, NY 10001, United States",ChIJdzf8kEZZwokRXtSOY0-Kwaw,/biz/anytime-kitchen-new-york-2?osq=Restaurants,10001,0.14425335,4.6,10,16963,62.9,1,2117,7.9,0,40,0.1,0,4527,16.8,1,50,0.2,1,6584,88.1,1,4.1,1,101409,1,1,1
Rim Nam Thai,40.7033505,-73.9867577,"52 Jay St, Brooklyn, NY 11201, United States",ChIJz_n6RvpbwokRw3leGTr0twI,/biz/rim-nam-thai-brooklyn?osq=Restaurants,11201,0.132121074,4.5,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
Raku,40.7265082,-73.9866619,"342 E 6th St, New York, NY 10003, United States",ChIJ8eEu0JxZwokRNFpDI_HBFmc,/biz/raku-new-york-7?osq=Restaurants,10003,0.26728563,4.5,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Raku,40.7265082,-73.9866619,"342 E 6th St, New York, NY 10003, United States",ChIJ8eEu0JxZwokRNFpDI_HBFmc,/biz/raku-new-york-6?osq=Restaurants,10012,0.255125338,4.5,28,15836,71.1,1,806,3.6,0,0,0,0,4131,18.6,1,0,0,0,5883,93.9,1,4.7,1,117581,1,1,1
Carmine's Italian Restaurant - Times Square,40.757498,-73.986654,"200 W 44th St, New York, NY 10036, United States",ChIJR9So-lRYwokRX1xEjA0rChA,/biz/carmines-italian-restaurant-times-square-new-york-5?osq=Restaurants,10036,0.01014888,3.9,3,18141,59.6,1,2288,7.5,0,55,0.2,0,5116,16.8,1,30,0.1,0,7187,92.2,1,6.2,1,98177,1,1,0
Uluh,40.7293472,-73.9866141,"152A 2nd Ave, New York, NY 10003, United States",ChIJ0SLgu3ZZwokRI7lEBkiDtJE,/biz/uluh-new-york?osq=Restaurants,10003,0.151783634,4,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Upstate Craft Beer & Oyster Bar,40.7263243,-73.9864615,"95 1st Ave., New York, NY 10003, United States",ChIJ-TjK0ZxZwokRY05GdFO1_RI,/biz/upstate-craft-beer-and-oyster-bar-new-york-4?osq=Restaurants,10003,0.175208254,4.4,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
YUBU,40.7270357,-73.986148,"86 E 7th St, New York, NY 10003, United States",ChIJCzymus9ZwokRwUnRIM76cKU,/biz/yubu-new-york?osq=Restaurants,10003,0.169485383,4.5,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Madame Vo,40.7292643,-73.9860978,"212 E 10th St, New York, NY 10003, United States",ChIJqRaETJxZwokRik6wrAXTOd4,/biz/madame-vo-new-york?osq=Restaurants,10003,0.132484701,4,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
LoveMama,40.7303859,-73.9860613,"174 2nd Ave, New York, NY 10003, United States",ChIJcxPkLJxZwokR7blp76Vu2qY,/biz/lovemama-new-york?osq=Restaurants,10003,0.486674583,4.3,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Five Senses,40.747715,-73.986056,"9 W 32nd St, New York, NY 10001, United States",ChIJ1dPu-KhZwokR-bL1w45w0vY,/biz/five-senses-new-york?osq=Restaurants,10001,0.040953663,4.3,10,16963,62.9,1,2117,7.9,0,40,0.1,0,4527,16.8,1,50,0.2,1,6584,88.1,1,4.1,1,101409,1,1,1
Hakata Tonton,40.7499701,-73.9857172,"35 W 35th St, New York, NY 10001, United States",ChIJoakGv9dZwokRaz3Nc1azrJ0,/biz/hakata-tonton-new-york-7?osq=Restaurants,10001,0.134666934,4.5,10,16963,62.9,1,2117,7.9,0,40,0.1,0,4527,16.8,1,50,0.2,1,6584,88.1,1,4.1,1,101409,1,1,1
Little Kirin,40.7278725,-73.9854694,"81 St Marks Pl, New York, NY 10003, United States",ChIJ60QSkN5ZwokROElW0spks6s,/biz/little-kirin-new-york?osq=Restaurants,10003,0.18263792,5,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
The Wild Son Lunch Counter,40.7273735,-73.9852541,"130 1st Ave., New York, NY 10009, United States",ChIJB5m6RMBZwokRxQWveGALlwE,/biz/the-wild-son-lunch-counter-new-york?osq=Restaurants,10009,0.1551635,4.5,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
Bar Lula,40.7274345,-73.9852101,"132 1st Ave., New York, NY 10009, United States",ChIJAdkfE4FZwokRhnHK7TWtJkM,/biz/bar-lula-new-york?osq=Restaurants,10009,0.148028574,4.5,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
Supper,40.7229553,-73.9852071,"156 E 2nd St, New York, NY 10009, United States",ChIJEwsBWoJZwokR0hUlK9HWIsM,/biz/supper-new-york?osq=Restaurants,10009,0.046831788,3.9,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
Eleni's,40.7366267,-73.9851153,"226 3rd Ave, New York, NY 10003, United States",ChIJqQQpKzZZwokRHqdTchgKNE4,/biz/elenis-new-york-3?osq=Restaurants,10003,0.124402797,4.9,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Parker & Quinn,40.7525862,-73.9850713,"64 W 39th St, New York, NY 10018, United States",ChIJD5cnWqpZwokR8h2yqOtN4h0,/biz/parker-and-quinn-new-york?osq=Restaurants,10018,0.01536668,4,2,4514,56,1,409,5.1,0,9,0.1,0,2433,30.2,1,0,0,0,2767,90.8,1,4.5,1,130457,1,1,0
nonono,40.7454078,-73.9849276,"118 Madison Ave, New York, NY 10016, United States",ChIJB1doqRxZwokRsfCIrgphnFM,/biz/nonono-new-york-6?osq=Restaurants,10016,0.010197547,4.2,7,38463,67.8,1,2474,4.4,0,24,0,0,10060,17.7,1,22,0,0,17634,92.5,1,4.6,1,136431,1,1,1
Java Indonesian Restaurant,40.662711,-73.984862,"455 7th Ave, Brooklyn, NY 11215, United States",ChIJhelYP-JawokReujVVcWA14g,/biz/java-indonesian-restaurant-brooklyn?osq=Restaurants,11215,0.12527215,4,1,53594,73,1,2734,3.7,0,293,0.4,0,6665,9.1,0,0,0,0,11843,84.9,1,6,1,156930,1,0,0
Pig and Khao,40.7192889,-73.9848028,"68 Clinton St, New York, NY 10002, United States",ChIJrwEBvIFZwokRY4Q6tww-Am8,/biz/pig-and-khao-new-york?osq=Restaurants,10002,0.020415263,4.2,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,0
PALPAL,40.7457255,-73.9847775,"128 Madison Ave #1FL, New York, NY 10016, United States",ChIJX_frZy5ZwokR6_TPqyv_d4o,/biz/palpal-new-york-2?osq=Restaurants,10016,0.136489248,4,7,38463,67.8,1,2474,4.4,0,24,0,0,10060,17.7,1,22,0,0,17634,92.5,1,4.6,1,136431,1,1,1
Her Name Is Han,40.7462496,-73.9847616,"17 E 31st St, New York, NY 10016, United States",ChIJKRVIbKhZwokRBg-yFy8VlKA,/biz/her-name-is-han-new-york-3?osq=Restaurants,10016,0.163311594,4.3,7,38463,67.8,1,2474,4.4,0,24,0,0,10060,17.7,1,22,0,0,17634,92.5,1,4.6,1,136431,1,1,1
53 NYC,40.7641748,-73.9847444,"W 53rd St, New York, NY 10019, USA",ChIJNeUhlVdYwokR5bbzaUos2Ow,/biz/53-nyc-new-york?osq=Restaurants,10019,0.057212874,4.3,5,28545,64.9,1,2664,6.1,0,245,0.6,1,8249,18.8,1,47,0.1,0,10291,86.1,1,6.1,1,105538,1,1,0
The Mayfly,40.7215311,-73.9846497,"269 E Houston St, New York, NY 10002, United States",ChIJWYuVOE5ZwokRXm292tXw5cM,/biz/the-mayfly-new-york?osq=Restaurants,10002,0.020533665,3.9,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,1
Tonchin,40.7502712,-73.9845225,"13 W 36th St., New York, NY 10018, United States",ChIJBwGziqlZwokRb3MTH3xUt0Y,/biz/tonchin-brooklyn?osq=Restaurants,11249,0.141387952,4.6,15,30914,72.9,1,2452,5.8,0,76,0.2,0,2264,5.3,0,0,0,0,7489,72.7,1,6,1,105222,1,0,1
Ipanema Restaurant,40.7512459232645,-73.9844998935786,"3 W 36 St, New York, NY 10018, United States",ChIJ5UVvUv5YwokRhZHp34AAMfc,/biz/ipanema-restaurant-new-york-2?osq=Restaurants,10018,0.046452126,4.1,2,4514,56,1,409,5.1,0,9,0.1,0,2433,30.2,1,0,0,0,2767,90.8,1,4.5,1,130457,1,1,0
FERNS,40.728828,-73.984082,"166 1st Ave., New York, NY 10009, United States",ChIJURDXkJ1ZwokRr9yfSWePT4Q,/biz/ferns-new-york-7?osq=Restaurants,10009,0.180167929,4.5,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
Mokyo,40.7271533,-73.9839474,"109 St Marks Pl, New York, NY 10009, United States",ChIJHxQBcypZwokR7-D3oe4V6Go,/biz/mokyo-new-york-2?osq=Restaurants,10009,0.145001256,4,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
Clinton Street Baking Company,40.721264,-73.9838497,"4 Clinton St, New York, NY 10002, United States",ChIJ4Q2rG4JZwokR8TVjhflNfMk,/biz/clinton-street-baking-company-new-york-5?osq=Restaurants,10002,0.095712908,4,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,0
Clinton St. Baking Company,40.721264,-73.9838497,"4 Clinton St, New York, NY 10002, United States",ChIJ4Q2rG4JZwokR8TVjhflNfMk,/biz/clinton-st-baking-company-brooklyn?osq=Restaurants,11201,0.073078052,4.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,1
The Cabin NYC,40.7239336,-73.9838384,"205 E 4th St, New York, NY 10009, United States",ChIJu0npuUNZwokRGd506TgmXA8,/biz/the-cabin-nyc-new-york-2?osq=Restaurants,10009,0.381127507,3.9,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
KPOT Korean BBQ & Hot Pot,40.6910296714826,-73.9838201901469,"430 Albee Square W, Brooklyn, NY 11201, United States",ChIJsSuKOxJRwokRd1kvtS60lQI,/biz/kpot-korean-bbq-and-hot-pot-brooklyn?osq=Restaurants,11201,0.155142986,4.2,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Salma,40.7302516,-73.9838171,"351 E 12th St, New York, NY 10003, United States",ChIJZ6SPJrFZwokRwUTV4IasNdE,/biz/salma-new-york?osq=Restaurants,10003,0.162098271,4.7,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,1
Thursday Kitchen,40.7276245,-73.9837625,"424 E 9th St, New York, NY 10009, United States",ChIJVyFicJ1ZwokR2oIygOmovWw,/biz/thursday-kitchen-new-york?osq=Restaurants,10009,0.342183507,4.4,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
Pollo D' Oro,40.695024,-73.9835069,"306 Gold St, Brooklyn, NY 11201, United States",ChIJlUQlskpawokRqSZGHfnwxoI,/biz/pollo-d-oro-brooklyn?osq=Restaurants,11201,0.035806521,3,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Ampersand,40.7386949,-73.9834838,"294 3rd Ave, New York, NY 10010, United States",ChIJa06hm6BZwokRzyR2qi1LTMw,/biz/ampersand-new-york-2?osq=Restaurants,10010,0.143913735,4.3,3,22952,69.1,1,2952,8.9,0,48,0.1,0,4955,14.9,1,0,0,0,6513,90.9,1,3.2,0,131635,1,1,0
Nowon,40.7253329,-73.9833142,"507 E 6th St, New York, NY 10009, United States",ChIJjReAQKxZwokRnnraeb2WJ18,/biz/nowon-new-york-2?osq=Restaurants,10009,0.091666103,4.2,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
Kuun,40.6883183,-73.9830995,"290 Livingston St, Brooklyn, NY 11217, United States",ChIJmWfPOyNbwokRMw9bzWMTIjc,/biz/kuun-brooklyn?osq=Restaurants,11217,0.187774444,4.4,9,24293,57.7,1,7966,18.9,0,43,0.1,0,3678,8.7,0,24,0.1,0,8823,81.6,1,6.8,1,133269,1,1,0
Botte Brooklyn,40.6944625,-73.9830314,"327 Gold St, Brooklyn, NY 11201, United States",ChIJ1U-nemFbwokRLVb7ULwu3B0,/biz/botte-brooklyn-brooklyn?osq=Restaurants,11201,0.11673887,4.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
Atti,40.6883983,-73.9828992,"294 Livingston St, Brooklyn, NY 11217, United States",ChIJfxC4aXJbwokRJ-UMzxsSy-0,/biz/atti-brooklyn?osq=Restaurants,11217,0.17362627,4.6,9,24293,57.7,1,7966,18.9,0,43,0.1,0,3678,8.7,0,24,0.1,0,8823,81.6,1,6.8,1,133269,1,1,0
Ichibantei,40.730672,-73.9827918,"401 E 13th St, New York, NY 10009, United States",ChIJ5dru_nVZwokRarWwk6cjQZk,/biz/ichibantei-new-york?osq=Restaurants,10009,0.185714888,3.9,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
CHILI,40.7502534267796,-73.9821932324743,"13 E 37th St, New York, NY 10016, United States",ChIJSUarC3JewokRGuqPK3lqAAU,/biz/chili-new-york?osq=Restaurants,10016,0.137156558,4.7,7,38463,67.8,1,2474,4.4,0,24,0,0,10060,17.7,1,22,0,0,17634,92.5,1,4.6,1,136431,1,1,0
Fishmarket II,40.7284071,-73.9821589,"171 Avenue A, New York, NY 10009, United States",ChIJCx0NbRxZwokRr26i7KLYFRs,/biz/fishmarket-ii-new-york?osq=Restaurants,10009,0.025396527,4.8,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,1
La Grande Boucherie,40.7626274,-73.9808411,"145 W 53rd St, New York, NY 10019, United States",ChIJ58OtM8pZwokRbd6DT6gcVys,/biz/la-grande-boucherie-new-york-2?osq=Restaurants,10019,0.126522463,4.4,5,28545,64.9,1,2664,6.1,0,245,0.6,1,8249,18.8,1,47,0.1,0,10291,86.1,1,6.1,1,105538,1,1,0
Tokuyamatcha & Onigirazu Bar,40.7239875,-73.9801793,"627 E 6th St, New York, NY 10009, United States",ChIJDeAEcRRZwokRiqpklOPPU9U,/biz/tokuyamatcha-and-onigirazu-bar-new-york-3?osq=Restaurants,10009,0.07883801,4.4,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,0
Ruby's Cafe,40.7436201,-73.9798834,"442 3rd Ave, New York, NY 10016, United States",ChIJK5v5ighZwokROtdIRyEVYSM,/biz/rubys-cafe-new-york-5?osq=Restaurants,10003,0.134714165,4.9,34,38481,70.7,1,2823,5.2,0,148,0.3,0,9110,16.7,1,45,0.1,0,12688,92.1,1,5.1,1,137533,1,1,0
Ruby's Cafe,40.7436201,-73.9798834,"442 3rd Ave, New York, NY 10016, United States",ChIJK5v5ighZwokROtdIRyEVYSM,/biz/rubys-cafe-new-york-4?osq=Restaurants,10012,0.052174641,4.1,28,15836,71.1,1,806,3.6,0,0,0,0,4131,18.6,1,0,0,0,5883,93.9,1,4.7,1,117581,1,1,0
Las Santas,40.6882104,-73.9795483,"572 Fulton St, Brooklyn, NY 11217, United States",ChIJ1T12TzZbwokRBup5kfX8Xlg,/biz/las-santas-brooklyn-2?osq=Restaurants,11217,0.155465283,4.3,9,24293,57.7,1,7966,18.9,0,43,0.1,0,3678,8.7,0,24,0.1,0,8823,81.6,1,6.8,1,133269,1,1,0
Frangos Peri Peri,40.7277886,-73.9793766,"182 Avenue B, New York, NY 10009, United States",ChIJs5P_CpdZwokRCjxoucaDcog,/biz/frangos-peri-peri-new-york?osq=Restaurants,10009,0.137042809,4.3,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,0
Sam Sunny,40.7415944,-73.9785298,"517 2nd Ave, New York, NY 10016, United States",ChIJG8WWttZZwokRBkeFkHkoFv4,/biz/sam-sunny-new-york?osq=Restaurants,10016,0.083888937,4.3,7,38463,67.8,1,2474,4.4,0,24,0,0,10060,17.7,1,22,0,0,17634,92.5,1,4.6,1,136431,1,1,0
11 Tigers,40.7290674,-73.9781228,"225 Avenue B 2nd Floor, New York, NY 10009, United States",ChIJ9Yjyxk5ZwokRhq1BaK2T0eA,/biz/11-tigers-new-york-2?osq=Restaurants,10009,0.156256127,4.4,13,34924,58.2,1,4577,7.6,0,110,0.2,0,7995,13.3,0,3,0,0,12838,80.9,1,4.7,1,77551,1,0,0
The Reading Room,40.755436,-73.978108,"16 E 46th St, New York, NY 10017, United States",ChIJswKD6X9ZwokRzBuPAc0mo9E,/biz/the-reading-room-new-york?osq=Restaurants,10017,0.005540804,4.4,4,11545,74.4,1,426,2.7,0,5,0,0,2762,17.8,1,40,0.3,1,3758,97.5,1,4.8,1,136112,1,1,0
